Day,Campaign Name,Platform,Placement,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-09-18,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",6,1,41,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,6,,257,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2420,12,7978,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,395,3,2553,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,1,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,26,,53,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,40,,71,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,23,,10,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,27,,77,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,5,,2,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,3,,10,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,709,4,3974,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,325,5,1609,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,122,1,229,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,532,,1930,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,29,,61,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,83,2,416,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",8,1,14,,,,,,,,
2025-09-19,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,2280,15,9200,2,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,36,,76,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,3,,6,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,100,,168,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,24,,35,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3120,28,10985,1,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,423,3,2098,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,7,,497,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,7,,1,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,21,,13,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,833,7,4007,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,269,4,1299,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,110,1,306,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,462,3,1995,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,36,,106,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,86,4,640,1,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",13,,47,,,,,,,,
2025-09-20,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1471,8,7100,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,455,4,1999,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,7,,2,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,66,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,2,,2,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4492,22,12180,2,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,20,,27,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,57,1,74,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,15,,5,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,36,,81,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,665,9,3390,1,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1266,9,5274,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,316,6,1225,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,99,2,117,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,483,4,1937,1,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,21,,56,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,86,1,224,,,,,,,,
2025-09-21,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",7,,36,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,33,,32,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,34,,14,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,43,,32,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,12,,7,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3958,19,10179,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,338,,1227,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,90,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,4,,4,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,2,,4,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1136,7,5149,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,564,3,2985,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,95,2,125,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,581,2,2331,1,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,22,,48,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,62,1,180,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",5,,9,,,,,,,,
2025-09-22,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,323,11,1611,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,729,4,3157,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,3,,13,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,23,,64,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,22,,19,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,6662,52,14261,5,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,2,,33,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,7,,9,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,12,,26,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,232,2,755,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1183,7,3871,1,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,71,3,160,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,173,4,674,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",3,,2,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,29,,10,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,14,,14,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,106,,206,,,,,,,,
2025-09-23,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,558,,1536,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1985,13,4885,1,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,2,,16,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,60,,205,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,21,,68,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,503,2,1527,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,48,,35,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,256,6,858,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,20,,107,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,587,4,2209,1,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,1,,3,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,323,1,1500,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,5200,30,10364,3,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,8,,9,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,24,,71,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,14,,6,,,,,,,,
2025-09-24,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,67,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",6,1,188,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,14,,18,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,11,,4,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,77,1,267,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,15,,15,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,367,2,1328,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,42,,57,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,308,2,1283,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1418,8,4355,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,866,6,3320,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,2,,1,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,2,,306,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,321,3,1002,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4636,29,9871,1,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,3,,5,,,,,,,,
2025-09-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,10,,5,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",6,,373,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,478,,2013,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,59,,102,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,60,1,337,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1206,15,4582,2,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,195,4,797,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1505,8,4241,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,20,,186,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,29,,42,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,5,,1,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,144,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,456,3,1674,1,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4098,20,9959,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,2,,4,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,7,,3,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,14,,9,,,,,,,,
2025-09-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,8,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1727,7,4413,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",6,,42,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,57,2,198,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1388,8,4755,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,32,,84,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,727,2,2188,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,98,1,173,1,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,0,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,7,,1,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,19,,20,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,5,,18,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4030,20,8786,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,541,5,1966,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,311,3,1165,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,4,,5,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,30,,45,,,,,,,,
2025-09-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,2,,151,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,2,,1,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",3,,2,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,1,,1,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,8,,2,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,Rewarded Video,1,,2,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,20,,22,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,10,,10,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,883,3,3349,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,2,,40,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3671,28,7777,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,35,,43,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,662,3,2381,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1439,7,5468,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,31,1,72,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,72,,254,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,124,2,380,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,275,4,924,,,,,,,,
2025-09-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1791,11,5036,1,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,2,,1,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: Video Feeds,1,,1,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,unknown,Uncategorized,1,,0,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,5,,2,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,21,,36,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,10,,9,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4008,15,7968,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,514,2,1803,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,3,,107,,,,,,,,
2025-09-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,577,2,1773,,,,,,,,
